OriginalPath	CanonicalPath	SizeBytes	OriginalSHA256	CanonicalSHA256	HashMatch	CheckpointSHA	GraphSHA256	PBSJobID	Purpose
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/pure_b8192.stderr.log	raw_data/corrected_325557/job_2404743/feasibility/pure_b8192.stderr.log	378	548280ad17abcfd1ea5842944493190bb6526bd0b21d0db1f4c249b945a3b51e	548280ad17abcfd1ea5842944493190bb6526bd0b21d0db1f4c249b945a3b51e	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	capacity-boundary run stderr (pure_b8192)
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/pure_b8192.stdout.tsv	raw_data/corrected_325557/job_2404743/feasibility/pure_b8192.stdout.tsv	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	capacity-boundary run stdout tsv (pure_b8192; empty on failure)
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/um_b10240.stderr.log	raw_data/corrected_325557/job_2404743/feasibility/um_b10240.stderr.log	843	9582789ce84567fb4b88141f2a4938ecfdd206b1c7f6e4661b039a2c16b4de4f	9582789ce84567fb4b88141f2a4938ecfdd206b1c7f6e4661b039a2c16b4de4f	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	capacity-boundary run stderr (um_b10240)
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/um_b10240.stdout.tsv	raw_data/corrected_325557/job_2404743/feasibility/um_b10240.stdout.tsv	54	eef6fa4c0813e2da7c375890a77685a85ca681a5882e25ae2032f190661eebaa	eef6fa4c0813e2da7c375890a77685a85ca681a5882e25ae2032f190661eebaa	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	capacity-boundary run stdout tsv (um_b10240; empty on failure)
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/um_b12288.stderr.log	raw_data/corrected_325557/job_2404743/feasibility/um_b12288.stderr.log	476	4f6886a7068aefc8c32a33985372fdc9290490092dbda735c4a97753c2f9deb1	4f6886a7068aefc8c32a33985372fdc9290490092dbda735c4a97753c2f9deb1	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	capacity-boundary run stderr (um_b12288)
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/um_b12288.stdout.tsv	raw_data/corrected_325557/job_2404743/feasibility/um_b12288.stdout.tsv	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	capacity-boundary run stdout tsv (um_b12288; empty on failure)
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/chunked_b16384.stderr.log	raw_data/corrected_325557/job_2404743/feasibility/chunked_b16384.stderr.log	604	90419af9a5cbdf7859c9a063de2e97f8c5cc2cba8903894ce0afc9dd7b4a6726	90419af9a5cbdf7859c9a063de2e97f8c5cc2cba8903894ce0afc9dd7b4a6726	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	capacity-boundary run stderr (chunked_b16384)
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/chunked_b16384.stdout.tsv	raw_data/corrected_325557/job_2404743/feasibility/chunked_b16384.stdout.tsv	67	a28a09789b19fcca631eec8c207885afa65e5104be2feedc66753dd774e96ca6	a28a09789b19fcca631eec8c207885afa65e5104be2feedc66753dd774e96ca6	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	capacity-boundary run stdout tsv (chunked_b16384; empty on failure)
build_miyabi/result_corrected_325557_ablation_20260718_060627_2406254.opbs/MANIFEST.txt	raw_data/corrected_325557/job_2406254/MANIFEST.txt	2019	f6b1777e943e4638b0c2d7458006b9f4c1f544de6383b3bcc2999f9a408fddab	f6b1777e943e4638b0c2d7458006b9f4c1f544de6383b3bcc2999f9a408fddab	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2406254.opbs	job provenance manifest (checkpoint/graph/runner/warmup)
build_miyabi/result_corrected_325557_ablation_20260718_060627_2406254.opbs/run.log	raw_data/corrected_325557/job_2406254/run.log	7178	7ff45715098910e99707f354d160700fbeb3677e77bad181a397d08e433f3df3	7ff45715098910e99707f354d160700fbeb3677e77bad181a397d08e433f3df3	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2406254.opbs	orchestrator run log (trial invocations, completeness)
build_miyabi/result_corrected_325557_ablation_20260718_060627_2406254.opbs/graph_validation.json	raw_data/corrected_325557/job_2406254/graph_validation.json	2305	95fdf972fd75d2fcf75fd265c1a666b658f3af01c04db41767f77e367044f4f8	95fdf972fd75d2fcf75fd265c1a666b658f3af01c04db41767f77e367044f4f8	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2406254.opbs	corrected graph structural validation
build_miyabi/result_corrected_325557_ablation_20260718_060627_2406254.opbs/ablation_results.tsv	raw_data/corrected_325557/job_2406254/ablation_results.tsv	5283	ef96297cf4cf62addac0664636f79125e221b6fe8625973aab734fc16e36df04	ef96297cf4cf62addac0664636f79125e221b6fe8625973aab734fc16e36df04	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2406254.opbs	formal 40-row ablation results (8 configs x 5 trials)
build_miyabi/result_corrected_325557_ablation_20260718_060627_2406254.opbs/ablation_results.partial.tsv	raw_data/corrected_325557/job_2406254/ablation_results.partial.tsv	5283	ef96297cf4cf62addac0664636f79125e221b6fe8625973aab734fc16e36df04	ef96297cf4cf62addac0664636f79125e221b6fe8625973aab734fc16e36df04	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2406254.opbs	completion-time snapshot (byte-identical to formal)
build_miyabi/result_corrected_325557_ablation_20260718_060627_2406254.opbs/ablation_per_config_stats.tsv	raw_data/corrected_325557/job_2406254/ablation_per_config_stats.tsv	1856	90926da4785f22d609c4e639782ac16812e8e8af4071382a7658b781d0e82fc8	90926da4785f22d609c4e639782ac16812e8e8af4071382a7658b781d0e82fc8	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2406254.opbs	per-config median/mean/sd/min/max
build_miyabi/result_corrected_325557_ablation_20260718_060627_2406254.opbs/ablation_completeness.json	raw_data/corrected_325557/job_2406254/completeness.json	379	e137055d3da6f84e7aa72c9d37e937d5bab5cbd0902b8c710c83954344e2f9ce	e137055d3da6f84e7aa72c9d37e937d5bab5cbd0902b8c710c83954344e2f9ce	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2406254.opbs	completeness PASS (40 rows, 0 duplicate trials)
bc_corr_abl.o2406254	raw_data/corrected_325557/job_2406254/pbs_stdout.log	4514	5adb78594cf98b072fe7b44770dd7dd39dfbf74a9cdbb111bfe09258af369b18	5adb78594cf98b072fe7b44770dd7dd39dfbf74a9cdbb111bfe09258af369b18	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2406254.opbs	PBS stdout (.o2406254) copied verbatim; gitignored at source name
build_miyabi/result_corrected_325557_ablation_20260718_060627_2406254.opbs/ablation.stderr.log	raw_data/corrected_325557/job_2406254/stderr/ablation.stderr.log	16780	a7555012252ec0577112566f1ba7a6a611c5517583445af1227cf16a80007ef2	a7555012252ec0577112566f1ba7a6a611c5517583445af1227cf16a80007ef2	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2406254.opbs	runner stderr with 5 untimed H1W1A1 warmup markers
build_miyabi/result_corrected_325557_ablation_20260718_060627_2406254.opbs/trial_1.stdout.tsv	raw_data/corrected_325557/job_2406254/stderr/trial_1.stdout.tsv	513	d25e5f1fd9d821eda0161ac6cbbf579d3bf7eefdea075c274e7ad01c0e7ac04d	d25e5f1fd9d821eda0161ac6cbbf579d3bf7eefdea075c274e7ad01c0e7ac04d	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2406254.opbs	trial 1 runner stdout tsv (8 config rows)
build_miyabi/result_corrected_325557_ablation_20260718_060627_2406254.opbs/completeness_after_trial_1.json	raw_data/corrected_325557/job_2406254/stderr/completeness_after_trial_1.json	377	51951d3fe0cd5f1bff6c552e13034f164005f60327f370af66d37f9fd3df9b69	51951d3fe0cd5f1bff6c552e13034f164005f60327f370af66d37f9fd3df9b69	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2406254.opbs	incremental completeness snapshot after trial 1
build_miyabi/result_corrected_325557_ablation_20260718_060627_2406254.opbs/trial_2.stdout.tsv	raw_data/corrected_325557/job_2406254/stderr/trial_2.stdout.tsv	513	36db9efa6c0a0dee9d216e687a88aeb56dbe1ef752625ec65f215f930a1a7cdd	36db9efa6c0a0dee9d216e687a88aeb56dbe1ef752625ec65f215f930a1a7cdd	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2406254.opbs	trial 2 runner stdout tsv (8 config rows)
build_miyabi/result_corrected_325557_ablation_20260718_060627_2406254.opbs/completeness_after_trial_2.json	raw_data/corrected_325557/job_2406254/stderr/completeness_after_trial_2.json	379	9fc7bab6b18d854545c8710fbcc2e10843ebbda0858b705c2a88d5666c4760bb	9fc7bab6b18d854545c8710fbcc2e10843ebbda0858b705c2a88d5666c4760bb	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2406254.opbs	incremental completeness snapshot after trial 2
build_miyabi/result_corrected_325557_ablation_20260718_060627_2406254.opbs/trial_3.stdout.tsv	raw_data/corrected_325557/job_2406254/stderr/trial_3.stdout.tsv	513	09e324ce9a1162efc207950f18fa4665e04834d7a0c12945681868b4fe195bdd	09e324ce9a1162efc207950f18fa4665e04834d7a0c12945681868b4fe195bdd	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2406254.opbs	trial 3 runner stdout tsv (8 config rows)
build_miyabi/result_corrected_325557_ablation_20260718_060627_2406254.opbs/completeness_after_trial_3.json	raw_data/corrected_325557/job_2406254/stderr/completeness_after_trial_3.json	379	23bf0855f9cbed2d63919f5c672dece701d0d4760cf6938a82d416f81a6913d0	23bf0855f9cbed2d63919f5c672dece701d0d4760cf6938a82d416f81a6913d0	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2406254.opbs	incremental completeness snapshot after trial 3
build_miyabi/result_corrected_325557_ablation_20260718_060627_2406254.opbs/trial_4.stdout.tsv	raw_data/corrected_325557/job_2406254/stderr/trial_4.stdout.tsv	513	527a305db63cb7bf4f512ba0ded09ea0973149d5f13dbba7b710c22f37dc35f2	527a305db63cb7bf4f512ba0ded09ea0973149d5f13dbba7b710c22f37dc35f2	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2406254.opbs	trial 4 runner stdout tsv (8 config rows)
build_miyabi/result_corrected_325557_ablation_20260718_060627_2406254.opbs/completeness_after_trial_4.json	raw_data/corrected_325557/job_2406254/stderr/completeness_after_trial_4.json	379	4f260d0769822d9a216e2943523aae6b0d3669ef690dbf9c77445eb7f0d4cbdf	4f260d0769822d9a216e2943523aae6b0d3669ef690dbf9c77445eb7f0d4cbdf	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2406254.opbs	incremental completeness snapshot after trial 4
build_miyabi/result_corrected_325557_ablation_20260718_060627_2406254.opbs/trial_5.stdout.tsv	raw_data/corrected_325557/job_2406254/stderr/trial_5.stdout.tsv	513	097878012ae4a8a9342c6f1e6d0ed4bc17f74e831ece618cbf696782e1244b89	097878012ae4a8a9342c6f1e6d0ed4bc17f74e831ece618cbf696782e1244b89	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2406254.opbs	trial 5 runner stdout tsv (8 config rows)
build_miyabi/result_corrected_325557_ablation_20260718_060627_2406254.opbs/completeness_after_trial_5.json	raw_data/corrected_325557/job_2406254/stderr/completeness_after_trial_5.json	379	e137055d3da6f84e7aa72c9d37e937d5bab5cbd0902b8c710c83954344e2f9ce	e137055d3da6f84e7aa72c9d37e937d5bab5cbd0902b8c710c83954344e2f9ce	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2406254.opbs	incremental completeness snapshot after trial 5
